	Date	Algerian dinar(DZD)	Australian dollar(AUD)	Botswana pula(BWP)	Brazilian real(BRL)	Brunei dollar(BND)	Canadian dollar(CAD)	Chilean peso(CLP)	Chinese yuan(CNY)	Czech koruna(CZK)	Danish krone(DKK)	Euro(EUR)	Indian rupee(INR)	Israeli New Shekel(ILS)	Japanese yen(JPY)	Korean won(KRW)	Kuwaiti dinar(KWD)	Malaysian ringgit(MYR)	Mauritian rupee(MUR)	Mexican peso(MXN)	New Zealand dollar(NZD)	Norwegian krone(NOK)	Omani rial(OMR)	Peruvian sol(PEN)	Philippine peso(PHP)	Polish zloty(PLN)	Qatari riyal(QAR)	Russian ruble(RUB)	Saudi Arabian riyal(SAR)	Singapore dollar(SGD)	South African rand(ZAR)	Swedish krona(SEK)	Swiss franc(CHF)	Thai baht(THB)	Trinidadian dollar(TTD)	U.A.E. dirham(AED)	U.K. pound(GBP)	U.S. dollar(USD)	Uruguayan peso(UYU)	
	30-Mar-2022	142.4128  	0.7527  	0.0876  		1.3546  	1.247  	777.1  	6.355  	21.987  	6.6862  	1.1126  	75.7678  	3.188  	122.5  	1220.5  	0.3039  	4.205  	44.4576  	19.8632  	0.6947  	8.6642  	0.3845  	3.723  	52.069  	4.1688  	3.64  	84.0851  	3.75  	1.3546  	14.4891  	9.3056  	0.92615  	33.451  		3.6725  	1.3138  	1  	40.969  	
	31-Mar-2022	142.46  	0.7482  	0.0876  	4.7372  	1.3534  	1.2496  	787.16  	6.3427  	21.963  	6.7002  	1.1101  	75.8071  	3.176  	122.4  	1210.8  	0.3039  	4.204  	44.4839  	19.9112  	0.6975  	8.7479  	0.3845  	3.695  	51.96  	4.1801  	3.64  	83.4097  	3.75  	1.3534  	14.57935  	9.2641  	0.9251  	33.305  	6.7545  	3.6725  	1.31255  	1  	41.115  	
	01-Apr-2022	142.7989  	0.7477  	0.0871  	4.6978  	1.3566  	1.2512  	787.98  	6.3588  	22.055  	6.7307  	1.1052  	75.8071  	3.203  	122.2  	1210.7  		4.209  	44.5131  	19.8432  	0.6924  	8.743  		3.641  	51.906  	4.1978  		83.4285  		1.3566  	14.6413  	9.3927  	0.9241  	33.382  	6.748  		1.3141  	1  	41.119  	
	04-Apr-2022	142.9144  	0.7514  	0.087  	4.6169  		1.249  	783.45  		22.099  	6.7592  	1.1005  		3.209  	122.43  	1216.1  	0.30415  	4.2185  	44.4934  	19.7443  	0.6923  	8.6769  	0.3845  	3.627  	51.664  	4.2073  	3.64  	83.5932  	3.75  	1.3572  	14.63165  	9.3791  		33.494  	6.7028  	3.6725  	1.30965  	1  	41.383  	
	05-Apr-2022	143.134  	0.7615  	0.0871  	4.6394  	1.3567  	1.2451  	779.33  		22.191  	6.7807  	1.0969  	75.3899  	3.205  	122.55  	1216.7  	0.3044  	4.2175  	44.5719  	19.9012  	0.6946  	8.6971  	0.3845  		51.45  	4.2233  	3.64  	83.352  	3.75  	1.3567  	14.54365  	9.3999  	0.92595  	33.458  	6.749  	3.6725  	1.3129  	1  	41.428  	
	06-Apr-2022	143.1825  	0.7572  	0.0865  	4.6961  	1.3606  	1.2509  	783.28  	6.3642  	22.375  		1.0923  	75.6016  	3.225  	124  	1212.6  	0.3048  	4.218  	44.612  	20.0665  	0.694  		0.3845  	3.71  	51.262  	4.2606  	3.64  		3.75  	1.3606  		9.4338  	0.93345  		6.7398  	3.6725  	1.30825  	1  	41.74  	
	07-Apr-2022		0.7483  	0.0868  	4.7416  	1.3602  	1.2584  	794.58  	6.3626  	22.457  	6.8137  	1.0916  	75.8029  	3.228  	123.64  	1219.1  	0.30465  	4.2183  	44.7039  	20.1605  	0.6906  	8.7573  	0.3845  	3.707  	51.386  	4.2727  	3.64  	76.2547  	3.75  	1.3602  		9.4669  	0.93325  	33.505  	6.7564  	3.6725  	1.3072  	1  	42.059  	
	08-Apr-2022	143.3145  	0.7483  	0.0864  	4.7507  	1.3632  		807.88  	6.3625  	22.546  	6.8476  	1.0861  	75.7811  	3.225  	124  	1218.5  		4.2205  	44.7898  	20.12  	0.6884  	8.7543  			51.385  	4.2703  		74.8501  		1.3632  	14.7284  	9.4755  	0.93465  	33.573  	6.7605  		1.3042  	1  	41.633  	
	11-Apr-2022	143.1145  	0.7448  	0.0866  	4.7019  	1.3658  	1.2621  	814.28  	6.3702  	22.417  	6.8234  	1.09  	75.9627  	3.211  	125  	1224  	0.30495  	4.2268  	44.1998  	20.0093  	0.6824  	8.7594  	0.3845  	3.709  	51.528  	4.2586  	3.64  	79.1596  	3.75  	1.3658  	14.6014  	9.446  	0.93405  	33.64  	6.7651  	3.6725  	1.3046  	1  	41.453  	
	12-Apr-2022	143.3708  	0.7433  	0.0868  		1.3653  	1.2617  	818.53  	6.3689  	22.515  	6.8483  	1.0861  	76.1127  	3.215  	125.53  	1232  	0.30495  	4.233  	43.7801  	19.8407  	0.682  	8.7833  	0.3845  	3.698  	51.914  	4.2926  	3.64  	79.6274  	3.75  	1.3653  	14.5896  	9.5203  	0.93265  	33.68  		3.6725  	1.3015  	1  	41.304  	
	13-Apr-2022	143.3988  	0.7451  	0.087  	4.6805  	1.3637  	1.2607  	806.73  	6.3653  	22.585  	6.8702  	1.0826  	76.2248  	3.207  	125.6  	1236.6  	0.3051  	4.2265  	43.5194  	19.7967  	0.6885  	8.8392  	0.3845  	3.728  	52.175  	4.2872  	3.64  	79.8471  	3.75  	1.3637  	14.4964  	9.5335  	0.9336  		6.7511  	3.6725  	1.30035  	1  	41.247  	
	14-Apr-2022	142.968  	0.7458  	0.087  	4.7152  	1.3529  	1.2601  	804.78  	6.369  	22.451  		1.0878  		3.199  	125.3  	1227.7  	0.3048  	4.2285  	43.2655  		0.6819  		0.3845  			4.2581  	3.64  	81.288  	3.75  	1.3529  	14.6453  	9.4429  	0.93475  		6.7502  	3.6725  	1.3131  	1  		
	15-Apr-2022	143.4924  							6.3727  						126.4  	1224.2  		4.2345  	43.1239  									80.0437  										1  		
	18-Apr-2022	143.6423  			4.674  	1.3594  	1.2618  	814.73  	6.3723  				76.3737  		126.64  	1230.1  	0.30525  	4.2483  	43.0537  	19.9377  			0.3845  	3.73  	51.975  		3.64  	79.4529  	3.75  	1.3594  				33.663  		3.6725  		1  		
	19-Apr-2022	143.6236  	0.7373  	0.0863  	4.6658  		1.2624  	817.7  	6.3771  	22.613  	6.8861  	1.0803  	76.2797  	3.236  	127.34  	1232.8  	0.30555  		43.1316  	20.0447  	0.6732  	8.815  		3.725  	52.231  	4.2887  	3.64  	79.0287  	3.75  	1.3642  	14.85215  	9.577  	0.94865  	33.72  	6.7568  	3.6725  	1.30275  	1  	41.128  	
	20-Apr-2022		0.7426  	0.0855  	4.6391  	1.3651  	1.2502  	818.18  	6.4163  	22.546  	6.8703  	1.083  	76.4183  	3.235  	129.4  	1234.9  	0.30555  	4.266  	43.197  	20.0383  	0.6762  	8.8128  	0.3845  	3.702  	52.381  	4.2708  	3.64  	77.0809  	3.75  	1.3651  	15.044  	9.4931  	0.94745  	33.816  	6.7488  	3.6725  	1.30585  	1  	40.796  	
	21-Apr-2022	143.127  	0.7444  	0.0854  		1.3658  	1.2529  	816.29  	6.4465  	22.394  	6.8341  	1.0887  	76.2091  	3.217  	128.28  	1237.1  	0.30525  	4.287  	43.2217  	20.1802  	0.678  	8.7984  	0.3845  	3.723  	52.453  	4.2596  	3.64  	74.999  	3.75  	1.3658  	15.2331  	9.3931  	0.94805  	33.825  	6.7646  	3.6725  	1.30655  	1  	40.126  	
	22-Apr-2022	143.702  	0.7335  	0.0842  	4.732  	1.3642  	1.2702  	817.85  	6.4736  	22.485  	6.8782  	1.0817  	76.3279  		128.61  	1236.4  		4.3075  	43.1843  	20.3183  	0.6716  	8.8985  		3.758  	52.395  	4.2935  		73.505  		1.3642  	15.5598  	9.5362  	0.955  	33.919  	6.7763  		1.29085  	1  	40.049  	
	25-Apr-2022	144.1584  		0.0835  	4.8812  	1.3741  	1.2758  	834.45  	6.5507  	22.725  	6.9227  	1.0746  	76.7366  	3.291  	128.78  	1241.7  	0.30575  	4.3475  	43.0788  			9.0283  	0.3845  	3.807  	52.337  	4.3188  	3.64  	73.3611  	3.75  	1.3741  	15.6445  	9.6014  	0.95865  	34.001  	6.7629  	3.6725  	1.27105  	1  	40.701  	
	26-Apr-2022	144.2084  	0.722  	0.0834  	4.966  	1.3716  	1.2797  	850.85  	6.5543  	22.884  	6.9696  	1.0674  	76.5612  	3.292  	127.6  	1247.1  	0.30575  	4.348  	43.0056  	20.356  	0.662  	9.1758  	0.3845  	3.811  	52.428  	4.3469  	3.64  	72.7089  	3.75  	1.3716  	15.70085  	9.7476  	0.95795  	34.144  	6.781  	3.6725  	1.2715  	1  	40.91  	
	27-Apr-2022		0.7179  	0.0829  	5.0161  	1.377  	1.2828  	847.57  	6.5583  	23.194  	7.0311  	1.0583  	76.6414  	3.325  	127.62  	1248.3  	0.3061  	4.3565  	43.0744  	20.4707  	0.6571  	9.2448  	0.3845  	3.824  	52.255  	4.4453  	3.64  	72.8764  		1.377  		9.8657  	0.9644  	34.36  	6.7653  	3.6725  	1.2587  	1  	41.444  	
	28-Apr-2022	144.5593  	0.7096  	0.0824  	5.0104  	1.3846  	1.2829  	847.44  	6.607  	23.393  	7.0979  	1.0485  	76.6167  	3.32  	129.9  	1263.1  	0.30665  	4.3615  	43.1556  	20.567  	0.6531  	9.4411  	0.3845  	3.846  	52.261  	4.4613  	3.64  	72.2953  		1.3846  	15.9665  	9.7979  	0.97285  	34.438  	6.7542  	3.6725  	1.2466  	1  	41.335  	
	29-Apr-2022	145.1267  	0.7148  	0.0825  	4.9185  	1.3848  	1.2792  	856.58  	6.5866  	23.344  	7.0602  	1.054  	76.4242  	3.317  	129.9  	1269.4  	0.30665  	4.359  	43.1997  	20.3728  	0.6504  	9.2528  	0.3845  	3.83  	52.158  	4.4072  	3.64  	71.0237  	3.75  	1.3848  	15.8293  	9.7666  	0.97055  	34.338  	6.7579  	3.6725  	1.25695  	1  	40.827  	
	02-May-2022		0.7043  		5.026  			850.78  		23.443  	7.0687  	1.0524  	76.4346  	3.352  	130.07  	1265.4  			43.2385  		0.64355  	9.4306  		3.838  	52.335  	4.4454  	3.64  					9.8383  	0.9731  					1  	40.926  	
	03-May-2022		0.7107  	0.082  	5.0161  		1.2847  	860.64  		23.357  	7.0484  	1.0556  		3.369  		1265.8  				20.335  	0.64615  	9.3871  									15.9492  	9.8743  	0.97725  	34.464  	6.7584  		1.24965  	1  	41.1  	
	04-May-2022	145.5768  	0.711  	0.0827  	5.0087  		1.281  	856.74  		23.402  	7.0657  	1.0531  	76.4841  	3.356  		1265.7  			43.2052  	20.2535  	0.64465  	9.4048  			52.297  	4.4456  		69.416  		1.3841  	15.9492  	9.8935  	0.98155  		6.7416  		1.2518  	1  	41.261  	
	05-May-2022	145.4319  	0.7241  	0.0834  		1.3735  		859.33  	6.6179  	23.287  	7.0406  	1.0568  	76.0887  					4.3365  	43.2143  	20.2218  	0.65585  	9.3171  		3.786  	52.46  	4.4017  		66.2378  		1.3735  	15.69815  	9.7667  	0.9773  	34.101  		3.6725  	1.2549  	1  		
	06-May-2022	145.7391  	0.7095  	0.0819  	5.0744  	1.3853  	1.2882  	863.1  	6.6805  	23.336  	7.0388  	1.057  	76.747  		130.5  	1261.8  		4.3725  	43.2162  	20.1085  	0.6415  	9.4426  		3.803  	52.331  	4.4502  		67.3843  		1.3853  	16.0344  	10.0027  	0.98325  	34.375  	6.7467  		1.23725  	1  	41.595  	
	09-May-2022	145.7521  	0.7002  	0.0817  	5.1334  	1.391  	1.2964  	857.58  	6.726  	23.726  	7.0447  	1.0559  	77.3679  	3.438  	130.8  	1272.7  	0.30695  	4.3795  	43.2622  	20.3172  	0.6374  	9.5258  	0.3845  	3.814  		4.4784  	3.64  		3.75  	1.391  		10.0038  		34.526  	6.7652  	3.6725  	1.23455  	1  	41.786  	
	10-May-2022	145.389  	0.6975  	0.0818  	5.1384  	1.3884  	1.3012  	867.87  	6.7242  	23.697  	7.0481  	1.0554  	77.3537  	3.463  	130.35  	1274.6  	0.3067  	4.377  	43.2359  	20.372  	0.63035  	9.6944  	0.3845  	3.81  	52.485  	4.4223  	3.64  		3.75  	1.3884  	16.1312  	10.0564  	0.99615  	34.568  	6.7763  	3.6725  	1.2355  	1  	41.653  	
	11-May-2022	145.4953  	0.6955  	0.0818  	5.1238  	1.3889  	1.297  	868.06  	6.7276  	24.034  	7.0495  	1.0553  	77.2641  	3.425  	130.4  	1275.5  	0.3068  	4.3835  	43.2449  		0.6306  	9.6459  	0.3845  	3.78  		4.419  	3.64  	68.8389  	3.75  	1.3889  	16.03165  	10.0173  	0.9901  	34.677  		3.6725  	1.2341  	1  		
	12-May-2022	146.0712  	0.6879  	0.0816  	5.1476  	1.3913  	1.3039  	861.76  	6.7838  	23.953  	7.1496  	1.0408  	77.5868  	3.466  	129.74  	1277  	0.3068  	4.3865  	43.2642  	20.32  	0.62945  	9.8864  	0.3845  	3.795  	52.267  	4.4863  	3.64  	65.7916  	3.75  	1.3913  		10.1327  	0.99615  	34.728  	6.7531  	3.6725  	1.22085  	1  	41.753  	
	13-May-2022	146.2839  	0.6898  	0.0817  	5.1069  	1.3948  	1.2953  	867.93  	6.7825  	23.825  		1.0385  	77.3543  	3.412  	128.9  	1286.4  		4.397  	43.257  	20.1443  	0.62385  			3.772  	52.386  	4.4849  		63.7799  		1.3948  	16.13065  	10.1011  	0.9996  	34.736  	6.7518  		1.21995  	1  	41.442  	
	16-May-2022	146.14  	0.6889  	0.0813  	5.066  		1.2888  	861.04  	6.8023  	23.709  	7.1405  	1.0422  		3.419  	128.95  	1286  	0.307  		43.2181  	20.0782  	0.62665  	9.805  	0.3845  	3.777  	52.434  	4.4785  	3.64  	63.4445  	3.75  		16.23945  	10.0594  	1.00405  		6.7392  	3.6725  	1.2268  	1  		
	17-May-2022	145.8585  	0.7007  	0.0818  	4.967  	1.3908  	1.2834  	857.98  	6.7535  	23.453  	7.0595  	1.0541  	77.651  	3.363  	129.34  	1281.6  	0.30685  	4.395  	43.2303  	19.9637  	0.6331  		0.3845  	3.755  	52.455  	4.4379  	3.64  	63.5428  	3.75  	1.3908  	15.9999  	9.9885  	0.99565  	34.626  	6.7524  	3.6725  	1.24655  	1  	40.6  	
	18-May-2022	145.5208  	0.7034  	0.0822  	4.9586  	1.3877  	1.2841  	850.78  	6.7518  	23.422  	7.072  	1.0523  	77.5716  	3.354  	129.31  	1277.2  	0.3065  	4.3945  	43.2688  	19.9663  	0.6357  	9.7049  	0.3845  	3.766  	52.448  	4.4279  	3.64  	63.5643  	3.75  	1.3877  	15.90895  	9.9506  	0.9965  	34.624  	6.7445  	3.6725  	1.2401  	1  	40.481  	
	19-May-2022	145.7397  	0.6996  	0.0818  	4.9192  	1.387  	1.2809  	849.9  	6.7639  	23.468  	7.0711  	1.0525  	77.6999  	3.391  	128.4  	1269.3  	0.3065  	4.4023  	43.287  	19.9267  	0.6301  	9.7959  	0.3845  	3.745  	52.422  	4.4231  	3.64  	62.4031  	3.75  	1.387  	15.97825  	10.0296  	0.9767  	34.63  	6.7597  	3.6725  	1.2426  	1  	40.331  	
	20-May-2022	145.5016  	0.704  	0.0825  	4.8771  	1.3811  	1.2829  	842.38  	6.674  	23.32  	7.0364  	1.0577  	77.5829  	3.359  	127.76  	1274.6  		4.3975  	43.2949  	19.8657  	0.6379  	9.7022  		3.728  	52.39  	4.3832  		58.8862  		1.3811  	15.81265  	9.9223  	0.97075  	34.447  	6.7461  		1.24815  	1  	40.194  	
	23-May-2022	145.3276  	0.7112  	0.0827  	4.7967  	1.3752  		833.58  	6.6683  	23.074  	6.9812  	1.0659  	77.589  	3.356  	127.76  	1269.5  	0.3061  	4.3885  	43.3427  	19.8282  	0.645  	9.6182  	0.3845  	3.711  	52.271  	4.3369  	3.64  	58.2087  	3.75  	1.3752  	15.70895  	9.8795  	0.9665  	34.288  	6.7397  	3.6725  	1.2579  	1  	40.001  	
	24-May-2022	145.25  	0.7083  	0.0827  	4.81  	1.3743  	1.2826  	829.59  	6.6666  	23.004  	6.9413  	1.072  	77.6352  	3.349  	127.87  	1267.7  	0.3059  	4.3905  	43.3147  	19.887  	0.6433  	9.5979  	0.3845  	3.713  	52.25  	4.3071  	3.64  	56.969  	3.75  	1.3743  	15.64785  	9.7714  	0.96615  	34.19  	6.7382  	3.6725  	1.25115  	1  	39.912  	
	25-May-2022	145.4199  	0.7107  	0.0831  	4.8353  	1.3726  	1.2837  	833.99  	6.6685  	23.135  	6.9825  	1.0656  	77.5137  	3.359  	126.97  	1264.3  	0.30575  	4.3925  	43.3859  	19.8377  	0.6475  	9.6381  	0.3845  		52.329  	4.3069  	3.64  	56.2996  	3.75  	1.3726  	15.7182  	9.8328  	0.96395  	34.205  		3.6725  	1.24905  	1  		
	26-May-2022	145.445  	0.7066  		4.7961  	1.3745  	1.2792  	835.43  	6.7324  	23.067  		1.0697  	77.6262  	3.363  	127.48  	1263.3  	0.30575  	4.3975  	43.5108  	19.7933  	0.64705  		0.3845  	3.657  	52.349  	4.3189  	3.64  	62.0495  	3.75  	1.3745  	15.79725  			34.29  	6.7294  	3.6725  	1.2615  	1  	39.884  	
	27-May-2022	145.099  	0.7134  	0.0831  	4.7428  	1.3705  	1.2738  	829.61  	6.7291  	23.043  		1.0722  	77.6592  	3.355  	127.01  	1266.4  		4.3825  	43.5253  		0.65045  	9.4936  			52.379  	4.2966  		66.4029  		1.3705  	15.6426  	9.8256  	0.9597  	34.168  	6.7375  		1.25915  	1  	39.81  	
	31-May-2022	145.2623  	0.7187  	0.0836  	4.7283  		1.2648  	826.26  	6.6612  	23.07  	6.9443  	1.0713  	77.6641  	3.338  	128.2  	1245.8  	0.30565  	4.3755  	43.4693  	19.694  	0.6531  	9.4262  	0.3845  	3.695  	52.243  	4.2651  	3.64  	61.6069  	3.75  	1.3697  	15.63755  	9.8005  	0.96005  	34.189  	6.7285  	3.6725  	1.2589  	1  	39.902  	
